timestamp,deltaTime,mouseX,mouseY,isGripping,playerX,playerY,velocityX,velocityY,hammerAngle,hammerAngularVel,isGrounded,mouseDeltaX,mouseDeltaY,grippingChanged,positionDelta,velocityDelta,angleDelta
0.0,0.04,642.3372773009087,527.833630518283,0,-40.0,-5.0153664,0.0,-0.38416,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.04,0.04,652.4647808031012,498.3134584723257,0,-40.0,-5.045791872,0.0,-0.7606368,0.0,0.0,0,10.127503502192553,-29.520172045957338,0,0.03042547200000012,0.3764768,0.0
0.08,0.04,622.4096338528643,505.2588647893854,0,-40.0,-5.09097523456,0.0,-1.1295840639999999,0.0,0.0,0,-30.055146950236917,6.945406317059735,0,0.04518336256000044,0.3689472639999999,0.0
0.12,0.04,641.6727475732691,516.0978957928254,0,-40.0,-5.1506213298688,0.0,-1.4911523827199997,0.0,0.0,0,19.263113720404817,10.83903100343997,0,0.05964609530879983,0.36156831871999984,0.0
0.16,0.04,652.1496240438362,475.90715878616913,0,-40.0,-5.224440903271424,0.0,-1.8454893350655996,0.0,0.0,0,10.47687647056705,-40.19073700665626,0,0.07381957340262435,0.3543369523455999,0.0
0.2,0.04,670.753855088126,531.759449944324,0,-40.0,-5.312150485205996,0.0,-2.1927395483642877,0.0,0.0,0,18.604231044289804,55.85229115815491,0,0.0877095819345719,0.3472502132986881,0.0
0.24,0.04,695.9814805634405,510.831249464706,0,-40.0,-5.413472275501876,0.0,-2.533044757397002,0.0,0.0,0,25.22762547531454,-20.928200479618056,0,0.10132179029587984,0.3403052090327141,0.0
0.28,0.04,657.7731754643044,521.9979570436085,0,-40.0,-5.528134029991839,0.0,-2.8665438622490615,0.0,0.0,0,-38.20830509913617,11.166707578902503,0,0.11466175448996285,0.3334991048520597,0.0
0.32,0.04,678.9377795446444,502.82502795450495,0,-40.0,-5.655868949392002,0.0,-3.19337298500408,0.0,0.0,0,21.16460408034004,-19.172929089103548,0,0.12773491940016335,0.32682912275501863,0.0
0.36,0.04,660.7202091959367,496.62480565611435,0,-40.0,-5.796415570404162,0.0,-3.5136655253039986,0.0,0.0,0,-18.21757034870768,-6.2002222983905995,0,0.14054662101215953,0.3202925402999184,0.0
0.4,0.04,699.7326674407001,497.50556773045986,0,-40.0,-5.949517658996078,0.0,-3.8275522147979184,0.0,0.0,0,39.012458244763366,0.8807620743455118,0,0.15310208859191654,0.31388668949391985,0.0
0.44,0.04,691.2978684788496,548.5259162917383,0,-40.0,-6.114924105816157,0.0,-4.13516117050196,0.0,0.0,0,-8.434798961850447,51.02034856127847,0,0.16540644682007866,0.3076089557040418,0.0
0.48,0.04,689.6616068831656,536.976075973789,0,-40.0,-6.2923888236998335,0.0,-4.436617947091921,0.0,0.0,0,-1.6362615956840045,-11.54984031794936,0,0.17746471788367657,0.3014567765899612,0.0
0.52,0.04,752.7649894502072,539.9763624773461,0,-40.0,-6.481670647225837,0.0,-4.732045588150084,0.0,0.0,0,63.103382567041535,3.000286503557163,0,0.1892818235260032,0.2954276410581622,0.0
0.56,0.04,696.960538288232,492.825551924128,0,-40.0,-6.68253323428132,0.0,-5.021564676387082,0.0,0.0,0,-55.80445116197518,-47.15081055321815,0,0.2008625870554832,0.28951908823699846,0.0
0.6,0.04,701.7363556774416,496.10843493745404,0,-40.0,-6.894744969595694,0.0,-5.3052933828593405,0.0,0.0,0,4.775817389209578,3.2828830133260567,0,0.21221173531437376,0.28372870647225845,0.0
0.64,0.04,716.6876535015867,518.8008631333989,0,-40.0,-7.11807887020378,0.0,-5.583347515202154,0.0,0.0,0,14.951297824145172,22.6924281959449,0,0.2233339006080861,0.2780541323428132,0.0
0.68,0.04,720.3752533857844,497.4109283777061,0,-40.0,-7.352312492799705,0.0,-5.855840564898111,0.0,0.0,0,3.6875998841976525,-21.38993475569282,0,0.23423362259592473,0.27249304969595745,0.0
