timestamp,deltaTime,mouseX,mouseY,isGripping,playerX,playerY,velocityX,velocityY,hammerAngle,hammerAngularVel,isGrounded,mouseDeltaX,mouseDeltaY,grippingChanged,positionDelta,velocityDelta,angleDelta
0.0,0.02,681.5658612666771,518.2592333633087,0,-40.0,-5.0038416,0.0,-0.19208,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.02,0.02,659.2733341601061,511.92408931947074,0,-40.0,-5.011447968000001,0.0,-0.3803184,0.0,0.0,0,-22.292527106571015,-6.335144043837943,0,0.007606368000000252,0.1882384,0.0
0.04,0.02,671.6741862082991,532.5470001094977,0,-40.0,-5.0227438086400005,0.0,-0.5647920319999999,0.0,0.0,0,12.400852048193087,20.622910790026992,0,0.011295840639999888,0.18447363199999994,0.0
0.06,0.02,645.9335297192806,510.7803932202718,0,-40.0,-5.0376553324672,0.0,-0.7455761913599999,0.0,0.0,0,-25.740656489018534,-21.766606889225955,0,0.014911523827199957,0.18078415935999992,0.0
0.08,0.02,658.7682348472032,530.7375394471882,0,-40.0,-5.056110225817856,0.0,-0.9227446675327998,0.0,0.0,0,12.834705127922575,19.957146226916393,0,0.018454893350655865,0.17716847617279996,0.0
0.1,0.02,662.9891397682619,512.0390563113949,1,-39.99770108602318,-5.089769024799652,0.11494569884131067,-1.6829399490897745,-8.129659007611663,-406.48295038058313,0,4.220904921058718,-18.698483135793253,1,0.0337372161621219,0.7688363803720564,-8.129659007611663
0.12,0.02,646.6238208941479,518.4851398581221,1,-39.99473978995694,-5.139276337767259,0.14806480331204952,-2.475365648380385,-16.08069067128403,-397.55158318361845,0,-16.365318874113996,6.446083546727209,0,0.049595799334868754,0.7931174969556255,-7.951031663672369
0.14,0.02,622.1941872081006,526.8974383651826,1,-39.993559075169884,-5.205473394571385,0.05903573935255224,-3.3098528402062977,-24.11071005377549,-401.500969124573,0,-24.429633686047282,8.412298507060427,0,0.06620758579601746,0.8392228831192592,-8.03001938249146
0.16,0.02,682.6789678820858,519.4867412476061,1,-39.98811046359462,-5.287619125500272,0.2724305787629824,-4.107286546444328,-29.14321806203811,-251.62540041313085,0,60.48478067398514,-7.410697117576433,0,0.08232623201592036,0.8254925034980783,-5.032508008262617
0.18,0.02,645.8362961486401,494.8379059219933,1,-39.982078222404496,-5.383248647021357,0.3016120595061835,-4.781476076054295,-34.98969542923318,-292.32386835975353,0,-36.84267173344563,-24.648835325612822,0,0.09581958735106115,0.67482077669117,-5.846477367195071
0.2,0.02,640.391532984191,519.4735873256204,1,-39.97600682791595,-5.4948255272750055,0.30356972442713825,-5.5788440126823975,-40.49905495407495,-275.46797624208847,0,-5.444763164449114,24.63568140362713,0,0.11174194395200239,0.7973703398136279,-5.50935952484177
0.22,0.02,666.853370204321,488.81606207584883,1,-39.96725009640698,-5.619284013736238,0.4378365754487419,-6.222924323061642,-44.190749891804494,-184.58474688647718,0,26.46183722012995,-30.657525249771595,0,0.12476616207506398,0.6579263131244119,-3.691694937729544
0.24,0.02,645.4259365072925,507.71949061996816,1,-39.957950771247276,-5.758514449259468,0.4649662579852034,-6.961521776161483,-48.5792145161701,-219.42323121828016,0,-21.427433697028505,18.903428544119322,0,0.13954064506234026,0.7390955401029697,-4.388464624365604
0.26,0.02,665.2055302168076,534.2944708169698,1,-39.94613089306589,-5.915174331864394,0.5909939090692404,-7.832994130246332,-51.86011933754436,-164.0452410687132,0,19.779593709515098,26.57498019700165,0,0.15710515057760543,0.8805379223928681,-3.280904821374264
0.28,0.02,688.3273641925451,515.8878238403632,1,-39.929478278465254,-6.087422996853357,0.8326307300319655,-8.612433249448149,-53.81422387947267,-97.70522709641547,0,23.12183397573756,-18.406646976606567,0,0.17305176151521093,0.8160353508194822,-1.9541045419283094
0.3,0.02,661.9204377439784,498.5294174922501,1,-39.910633620090216,-6.273524603591545,0.9422329187518557,-9.305080336909398,-56.48427159803135,-133.5023859279339,0,-26.406926448566765,-17.358406348113135,0,0.1870532789870493,0.7012650194760485,-2.6700477185586777
0.32,0.02,678.3879218636744,496.57438633751667,1,-39.887950169528814,-6.473283648963484,1.134172528070227,-9.987952268596981,-58.11466437417429,-81.51963880714703,0,16.467484119695996,-1.9550311547334331,0,0.2010428191636799,0.7093341164162482,-1.6303927761429406
